"name","rating","review_count","category","address","neighbor","phone","url","origin_url"
"Discount Plumbing Rooter Inc","4.5","252","Plumbing,","4104 24th St, San Francisco, CA 94114","Noe Valley","(650) 991-2100","www.discountplumbingrooterinc.com","http://www.yelp.com/biz/discount-plumbing-rooter-inc-san-francisco"
"Atlas Plumbing & Rooter","4.0","253","Plumbing,Contractors,","3311 Mission St, San Francisco, CA 94110","Bernal Heights, Mission","(415) 845-9199","www.atlasplumbingandrooter.com","http://www.yelp.com/biz/atlas-plumbing-and-rooter-san-francisco"
"The Plumbing Ministry","4.0","73","Plumbing,","Oakland, CA 94621","","(510) 430-1853","","http://www.yelp.com/biz/the-plumbing-ministry-oakland"
"Therma Corporation","","","Plumbing,Heating & Air Conditioning/HVAC,","1601 Las Plumas Avenue, San Jose, CA 95133","North Valley","(408) 347-3400","therma.com","http://www.yelp.com/biz/therma-corporation-san-jose"
"R&B Company","","","Building Supplies,Plumbing,","605 Commerical St, San Jose, CA 95112","North Valley","(408) 436-1699","www.rbcompany.com","http://www.yelp.com/biz/r-and-b-company-san-jose-5"
"Hoang’s Plumbing","5.0","1","Plumbing,","332 Ezie Street, San Jose, CA 95111","Seven Trees","(408) 667-4471","","http://www.yelp.com/biz/hoangs-plumbing-san-jose"
"Bar Services","1.0","1","Plumbing,","464 Reynolds Cir, San Jose, CA 95112","North San Jose","(408) 971-1678","","http://www.yelp.com/biz/bar-services-san-jose"
"Gladiator Rooter & Plumbing","","","Plumbing,","3043 Meridian Ave, San Jose, CA 95124","Cambrian Park","(408) 215-4612","","http://www.yelp.com/biz/gladiator-rooter-and-plumbing-san-jose"
"Absolute Plumbing","5.0","21","Plumbing,Water Heater Installation/Repair,","5358 Camino Alta Mira, Castro Valley, CA 94546","","(510) 889-1194","www.absoluteplumbingpro.com","http://www.yelp.com/biz/absolute-plumbing-castro-valley"
"R & S Plumbing","5.0","2","Plumbing,Contractors,","1674 Saralynn Dr, San Jose, CA 95121","East San Jose","(408) 813-2639","","http://www.yelp.com/biz/r-and-s-plumbing-san-jose"
"Bryan Knapp Plumbing","5.0","3","Plumbing,","3018 Breen Ct, San Jose, CA 95121","East San Jose","(408) 629-7678","","http://www.yelp.com/biz/bryan-knapp-plumbing-san-jose"
"Tri Valley Plumbing","5.0","30","Plumbing,","4000 Pimlico Dr, Pleasanton, CA 94588","","(925) 967-2949","www.trivalleyplumbing.com","http://www.yelp.com/biz/tri-valley-plumbing-pleasanton"
"Bell Plumbing","","","Plumbing,","1450 Koll Cir, San Jose, CA 95112","North San Jose","(408) 268-8050","","http://www.yelp.com/biz/bell-plumbing-san-jose-3"
"W. H. Scott","1.0","1","Plumbing,","San Jose, CA 95111","Seven Trees","(408) 578-4114","","http://www.yelp.com/biz/w-h-scott-san-jose"
"Mr. Rescue Plumbing & Drain Cleaning","","","Plumbing,","201 Los Gatos Saratoga Rd, San Jose, CA 95030","","(408) 608-0115","www.mrplumbingdraincleaning.com","http://www.yelp.com/biz/mr-rescue-plumbing-and-drain-cleaning-san-jose-3"
"Evergreen Plumbing","5.0","1","Plumbing,","659 Oldham Way, San Jose, CA 95111","Seven Trees","(408) 479-2879","www.evergreenplumbingsj.com","http://www.yelp.com/biz/evergreen-plumbing-san-jose"
"Giant Plumbing","1.0","1","Plumbing,","San Jose, CA 95124","Cambrian Park","(408) 445-8507","www.giantplumbinginc.com","http://www.yelp.com/biz/giant-plumbing-san-jose-3"
"Steve Raffaini Plumbing, SRP","5.0","6","Plumbing,","17321 Park Ave, Sonoma, CA 95476","","(707) 694-1557","www.steveraffainiplumbing.com","http://www.yelp.com/biz/steve-raffaini-plumbing-srp-sonoma"
"Around the Clock Services","3.5","16","Plumbing,Heating & Air Conditioning/HVAC,","1180 Miraloma Way, Sunnyvale, CA 94085","","(650) 968-1100","www.aroundtheclockserviceinc.com","http://www.yelp.com/biz/around-the-clock-services-sunnyvale"
"Plumbing & More","","","Plumbing,","39 Muirfield Ct, San Jose, CA 95116","Alum Rock/East Foothills","(408) 466-6330","pumbingnmore.com","http://www.yelp.com/biz/plumbing-and-more-san-jose"
"KW Construction","5.0","10","Contractors,","770 S 5th St, San Jose, CA 95112","Downtown","(408) 800-6490","www.koontzwhitleyconstruction.com","http://www.yelp.com/biz/kw-construction-san-jose"
"Jakes Plumbing Services","3.5","22","Plumbing,","Gilroy, CA 95020","","(408) 655-6723","","http://www.yelp.com/biz/jakes-plumbing-services-gilroy"
"Water Heaters Only Inc","","","Plumbing,","1366 Cotterell Dr, San Jose, CA 95121","Seven Trees","(408) 279-8899","waterheaters-sanjose.com","http://www.yelp.com/biz/water-heaters-only-san-jose-6"
"Albert Nahman Plumbing and Heating","4.5","275","Plumbing,Heating & Air Conditioning/HVAC,","3333 Martin Luther King Jr. Way, Berkeley, CA 94703","Rockridge, North Oakland","(510) 843-6904","www.albertnahmanplumbing.com","http://www.yelp.com/biz/albert-nahman-plumbing-and-heating-berkeley"
"Chasson Plumbing West","","","Plumbing,","1723 Rogers Ave, San Jose, CA 95112","North San Jose","(408) 441-6887","","http://www.yelp.com/biz/chasson-plumbing-west-san-jose"
"Certified Plumbing & Rooter","5.0","53","Plumbing,","723 Camino Plz, San Bruno, CA 94066","","(650) 219-4788","www.certifiedplumbingandrooter.com","http://www.yelp.com/biz/certified-plumbing-and-rooter-san-bruno"
"Plumeria","","","Plumbing,","925 Blossom Hill Rd, San Jose, CA 95123","Blossom Valley","(408) 224-0500","","http://www.yelp.com/biz/plumeria-san-jose"
"LifeSource Water Systems","","","Plumbing,","704 Charcot Ave, San Jose, CA 95131","North San Jose","(650) 385-6520","www.lifesourcewater.com","http://www.yelp.com/biz/lifesource-water-systems-san-jose"
"Consolidated Plumbing","2.5","8","Plumbing,","3732 Charter Park Dr, San Jose, CA 95136","Fairgrounds","(408) 978-3093","www.cpiplumb.com","http://www.yelp.com/biz/consolidated-plumbing-san-jose"
"Romero’s Plumbing Services","2.5","4","Plumbing,","171 Branham Ln, San Jose, CA 95136","Blossom Valley","(408) 592-6455","","http://www.yelp.com/biz/romeros-plumbing-services-san-jose"
"James Caccia Plumbing","4.5","211","Plumbing,","917 N Amphlett Blvd, San Mateo, CA 94401","","(650) 684-5020","www.cacciaplumbing.com","http://www.yelp.com/biz/james-caccia-plumbing-san-mateo"
"Triton Plumbing","5.0","8","Plumbing,","Santa Clara, CA 95054","","(408) 324-0200","","http://www.yelp.com/biz/triton-plumbing-santa-clara"
"West Coast Plumbing","5.0","1","Plumbing,","San Jose, CA 95101","North Valley","(408) 923-7868","","http://www.yelp.com/biz/west-coast-plumbing-san-jose"
"R B Travis Plumbing","5.0","1","Plumbing,","San Jose, CA 95101","North Valley","(408) 279-0200","","http://www.yelp.com/biz/r-b-travis-plumbing-san-jose"
"Tim’s Plumbing","5.0","1","Plumbing,","San Jose, CA 95150","North Valley","(408) 838-7700","","http://www.yelp.com/biz/tims-plumbing-san-jose"
"le’s plumbing - thanh le","3.5","2","Plumbing,","4649 Hill Top View Ln, San Jose, CA 95138","Evergreen","(408) 691-8974","","http://www.yelp.com/biz/les-plumbing-thanh-le-san-jose"
"The Magic Plumber","4.0","1","Plumbing,","1538 Ford Ave, San Jose, CA 95110","","(408) 469-5919","www.themagicplumber.co","http://www.yelp.com/biz/the-magic-plumber-san-jose-3"
"AllStar Plumbing","3.0","3","Plumbing,","2530 Berryessa Rd, San Jose, CA 95132","Berryessa","(408) 282-7022","www.GOallstar.com","http://www.yelp.com/biz/allstar-plumbing-san-jose-9"
"Mr Rooter Plumbing","3.5","21","Plumbing,","44777 S Grimmer Blvd, Fremont, CA 94538","","(800) 929-9902","sanjose.mrrooter.com","http://www.yelp.com/biz/mr-rooter-plumbing-fremont-4"
"D & J Rooter","5.0","1","Plumbing,","San Jose, CA 95101","North Valley","(408) 226-8035","","http://www.yelp.com/biz/d-and-j-rooter-san-jose"
"Reliable Rooter","","","Plumbing,","San Jose, CA 95101","North Valley","(408) 293-9500","","http://www.yelp.com/biz/reliable-rooter-san-jose"
"Pappas Piping Services","5.0","1","Plumbing,Heating & Air Conditioning/HVAC,","2109 Otoole Avenue, San Jose, CA 95131","North San Jose","(408) 922-0958","www.pappaspiping.com","http://www.yelp.com/biz/pappas-piping-services-san-jose"
"Savers Rooter and Plumbing","3.5","9","Plumbing,","4707 Griffith Ave, Fremont, CA 94538","","(510) 314-9767","","http://www.yelp.com/biz/savers-rooter-and-plumbing-fremont"
"Plumb A Way","4.0","11","Plumbing,","1658 E Capitol Expy, Santa Clara, CA 95121","Evergreen","(408) 391-0930","","http://www.yelp.com/biz/plumb-a-way-santa-clara"
"United Mechanical Inc.","","","Plumbing,Heating & Air Conditioning/HVAC,","2185 Oakland Rd, San Jose, CA 95131","North Valley","(408) 232-9000","www.umi1.com","http://www.yelp.com/biz/united-mechanical-inc-san-jose"
"E-Z Plumbing Trenchless Sewer Company","4.5","153","Plumbing,Damage Restoration,Septic Services,","338 W Tennyson Rd, Hayward, CA 94544","","(510) 750-2920","www.ezplumbingcompany.net","http://www.yelp.com/biz/e-z-plumbing-trenchless-sewer-company-hayward-3"
"Aqua Rooter","","","Plumbing,","5670 Via Monte Dr, San Jose, CA 95118","Almaden Valley","(408) 896-3326","","http://www.yelp.com/biz/aqua-rooter-san-jose"
"JT Plumbing","","","Plumbing,","195 Bangor Ave, San Jose, CA 95123","Santa Teresa","(408) 690-5032","","http://www.yelp.com/biz/jt-plumbing-san-jose"
"Mr. Rescue Plumbing & Drain Cleaning","","","Plumbing,","3121 Millbrook Dr, San Jose, CA 95148","Evergreen","(408) 416-3482","www.mrplumbingdraincleaning.com","http://www.yelp.com/biz/mr-rescue-plumbing-and-drain-cleaning-san-jose-4"
"Ollig Plumbing","","","Plumbing,","412 Lano St, San Jose, CA 95125","Fairgrounds","","","http://www.yelp.com/biz/ollig-plumbing-san-jose"
"Castro Plumbing","","","Plumbing,","163 Gifford Avenue, San Jose, CA 95110","Downtown","(408) 295-7126","","http://www.yelp.com/biz/castro-plumbing-san-jose"
"Hvac & Water Treatment","","","Plumbing,Heating & Air Conditioning/HVAC,","650 Lincoln Avenue, San Jose, CA 95126","Downtown","(408) 292-9705","www.callfalcone.com","http://www.yelp.com/biz/hvac-and-water-treatment-san-jose"
"Pro Plumbers","","","Plumbing,","1792 Rock Spring Dr, San Jose, CA 95112","East San Jose","(408) 479-3891","","http://www.yelp.com/biz/pro-plumbers-san-jose"
"Mr. Rooter of San Jose","","","Plumbing,","San Jose, CA 95125","Willow Glen","(866) 217-1244","mrrooter.com","http://www.yelp.com/biz/mr-rooter-of-san-jose-san-jose"
"Rooter Solutions","","","Plumbing,","1500 Meridian Ave, San Jose, CA 95125","Willow Glen","(408) 595-1236","","http://www.yelp.com/biz/rooter-solutions-san-jose"
"The Powder Room","4.5","15","Kitchen & Bath,Plumbing,","540 N Santa Cruz Ave, Los Gatos, CA 95030","","(408) 354-0105","","http://www.yelp.com/biz/the-powder-room-los-gatos"
"Kenny Rogers Plumbing","5.0","14","Plumbing,","Boulder Creek, CA 95006","","(408) 592-5854","","http://www.yelp.com/biz/kenny-rogers-plumbing-boulder-creek"
"Ribbs Plumbing Inc.","5.0","1","Plumbing,","San Jose, CA 95148","Evergreen","(408) 324-4314","www.ribbsplumbingsanjose.com","http://www.yelp.com/biz/ribbs-plumbing-inc-san-jose"
"Just Tankless","4.5","16","Plumbing,Heating & Air Conditioning/HVAC,","Saratoga, CA 95070","","(877) 934-6765","","http://www.yelp.com/biz/just-tankless-saratoga"
"Wenger Plumbing Company","5.0","4","Plumbing,","1112 Florence Way, Campbell, CA 95008","","(408) 374-4740","","http://www.yelp.com/biz/wenger-plumbing-company-campbell"
"Rock N Tape Drywall","4.5","26","Contractors,","6184 Cottle Rd, San Jose, CA 95132","Santa Teresa","(408) 849-6252","www.rockntape.com","http://www.yelp.com/biz/rock-n-tape-drywall-san-jose"
"Ciari Plumbing & Heating.","","","Plumbing,","1054 Elm Street, San Jose, CA 95126","North San Jose","(408) 296-6010","ciariplumbing.com","http://www.yelp.com/biz/ciari-plumbing-and-heating-san-jose"
"Frank Ciari Plumbing & Heating","","","Drugstores,Plumbing,","870 Newhall Street, San Jose, CA 95126","North San Jose","(408) 296-6016","","http://www.yelp.com/biz/frank-ciari-plumbing-and-heating-san-jose"
"Clear Drain Plumbing","4.5","30","Plumbing,","15732 Los Gatos Blvd, Los Gatos, CA 95032","","(408) 358-3242","www.cleardrainplumbing.com","http://www.yelp.com/biz/clear-drain-plumbing-los-gatos"
"Farrell Plumbing","1.0","1","Plumbing,","6404 Felder Dr, San Jose, CA 95123","Santa Teresa","(408) 224-3151","","http://www.yelp.com/biz/farrell-plumbing-san-jose-2"
"South Valley Plumbing, Inc.","","","Plumbing,","3591 Charter Park Dr, San Jose, CA 95136","Fairgrounds","(408) 265-5566","www.scvca.com","http://www.yelp.com/biz/south-valley-plumbing-inc-san-jose"
"Airco Commercial Service","","","Plumbing,","921 Berryessa Rd Ste 10, San Jose, CA 95133","North Valley","(408) 436-7770","","http://www.yelp.com/biz/airco-commercial-service-san-jose"
"Lee Addison Plumbing","","","Plumbing,","2966 Moorpark Ave, San Jose, CA 95128","West San Jose","(408) 768-7950","","http://www.yelp.com/biz/lee-addison-plumbing-san-jose"
"Speed Drain","","","Plumbing,","3868 Marks Ave, San Jose, CA 95118","Cambrian Park","(408) 267-5309","","http://www.yelp.com/biz/speed-drain-san-jose"
"Demi Plumbing","","","Plumbing,","2931 David Ave, San Jose, CA 95128","West San Jose","(408) 691-3435","","http://www.yelp.com/biz/demi-plumbing-san-jose"
"Monster Mechanical","","","Plumbing,","1521 Terminal Ave, San Jose, CA 95112","North San Jose","(408) 727-1693","","http://www.yelp.com/biz/monster-mechanical-san-jose"
"Evenflow Plumbing","4.5","82","Contractors,Plumbing,","360 Grand Ave, Oakland, CA 94610","","(510) 562-1363","www.evenflowplumbing.com","http://www.yelp.com/biz/evenflow-plumbing-oakland"
"MVS Plumbing","5.0","22","Plumbing,","1227 Connecticut Drive, Redwood City, CA 94061","","(650) 759-7894","https://mvsplumbing.wordpress.com/&src_bizid=6U4EeBEshsMPqJCLpydElw&cachebuster=1451649317&s=c7ed8076a716d9a879090feda34e2a90b2dd1222c38712cee2c9ca26550f9afc","http://www.yelp.com/biz/mvs-plumbing-redwood-city"
"Top Hat Plumbing, Inc.","5.0","22","Plumbing,","Morgan Hill, CA 95037","","(408) 779-7371","www.tophatplumbing.com","http://www.yelp.com/biz/top-hat-plumbing-inc-morgan-hill"
"Clearwater Plumbing","5.0","4","Plumbing,","Hayward, CA 94543","","(510) 825-6334","","http://www.yelp.com/biz/clearwater-plumbing-hayward-2"
"Imperial Commercial and Residential Construction","5.0","7","Contractors,","San Jose, CA 95138","","(408) 693-1660","www.imperialcrc.com","http://www.yelp.com/biz/imperial-commercial-and-residential-construction-san-jose"
"Precision Leak Detection","4.0","8","Plumbing,Pool & Hot Tub Service,","201 Sand Creek Rd, Brentwood, CA 94513","","(888) 778-5325","www.precisionleak.com","http://www.yelp.com/biz/precision-leak-detection-brentwood"
"A M Piscatelli Plumbing & Sprinkler","1.0","1","Plumbing,","San Jose, CA 95112","Downtown","(408) 914-1682","https://sites.google.com/site/ampiscatelliplumbingsprinklers&src_bizid=Owzv87WlE2R6dGHwrI1uHQ&cachebuster=1451649621&s=72e716c5fe12ea79c8964297dc976292848bd026d57b0bc50231237d36c0b8af","http://www.yelp.com/biz/a-m-piscatelli-plumbing-and-sprinkler-san-jose"
"Terry Mechanical","1.0","2","Plumbing,","23 Great Oaks Boulevard, San Jose, CA 95119","Santa Teresa","(408) 629-7822","","http://www.yelp.com/biz/terry-mechanical-san-jose"
"Floor Depot","4.0","52","Flooring,Contractors,","1754 Junction Ave, San Jose, CA 95112","North San Jose","(408) 452-9122","www.floordepotsj.com","http://www.yelp.com/biz/floor-depot-san-jose-2"
"JS Plumbing","5.0","1","Plumbing,","San Jose, CA 95127","","(408) 690-5674","","http://www.yelp.com/biz/js-plumbing-san-jose"
"Drain Masters","","","Plumbing,","542 Tuscarora Dr, San Jose, CA 95118","Blossom Valley","(408) 629-1453","www.originaldrainmasters.com","http://www.yelp.com/biz/drain-masters-san-jose-5"
"Unlimited Building and Plumbing Services","","","Contractors,Plumbing,","San Jose, CA 95138","","(408) 849-3689","licensedplumberssanjoseca.com","http://www.yelp.com/biz/emergency-clean-up-milpitas-2"
"Jm Drain Cleaning & Plumbing","","","Plumbing,","1725 Rogers Ave Ste C, San Jose, CA 95112","North San Jose","(408) 452-1189","","http://www.yelp.com/biz/jm-drain-cleaning-and-plumbing-san-jose"
"A & A Plumbing","4.5","5","Plumbing,","Sunnyvale, CA 94085","","(408) 738-8878","www.purpleplumbers.com","http://www.yelp.com/biz/a-and-a-plumbing-sunnyvale-3"
"Water Emporium","4.5","6","Plumbing,","1281 E Calaveras Blvd, Milpitas, CA 95035","","(408) 942-9090","www.wateremporium.net","http://www.yelp.com/biz/water-emporium-milpitas"
"Royal Plumbing","","","Plumbing,","1584 Branham Ln, San Jose, CA 95118","Cambrian Park","(408) 465-5609","","http://www.yelp.com/biz/royal-plumbing-san-jose"
"Cummings Plumbing","","","Plumbing,","14311 Buckner Drive, San Jose, CA 95127","Alum Rock/East Foothills","(408) 923-4221","","http://www.yelp.com/biz/cummings-plumbing-san-jose"
"Sugar Bear Plumbing Co","4.0","40","Plumbing,","63 Bovet Rd, San Mateo, CA 94402","","(650) 591-3002","www.sugarbearplumbing.com","http://www.yelp.com/biz/sugar-bear-plumbing-co-san-mateo"
"Electric USA","","","Plumbing,","San Jose, CA 95101","North Valley","(408) 281-0911","","http://www.yelp.com/biz/electric-usa-san-jose"
"Handy Man Ali","","","Contractors,Plumbing,Handyman,","4286 Borina Dr, San Jose, CA 95129","West San Jose","(408) 464-6258","www.handymanali.net","http://www.yelp.com/biz/handy-man-ali-san-jose"
"Crown Plumbing","","","Plumbing,","7071 Heaton Moor Dr, San Jose, CA 95119","Santa Teresa","(408) 210-9500","gocrownplumbing.com","http://www.yelp.com/biz/crown-plumbing-san-jose-3"
"The Rooter Service","","","Plumbing,","27 Kirk Avenue, San Jose, CA 95127","Alum Rock/East Foothills","(408) 259-1122","","http://www.yelp.com/biz/the-rooter-service-san-jose"
"J Carrillo Plumbing and Drains","4.5","25","Plumbing,","Hayward, CA 94544","","(510) 688-2597","www.americanmadeplumbingandrooter.com","http://www.yelp.com/biz/j-carrillo-plumbing-and-drains-hayward-3"
"Reyes Plumbing","5.0","2","Plumbing,","4836 Hilltop Dr, El Sobrante, CA 94803","","(510) 222-2282","www.reyes-plumbing.com","http://www.yelp.com/biz/reyes-plumbing-el-sobrante"
"CMS Plumbing","4.5","6","Plumbing,","71 Gilman Ave, Campbell, CA 95008","","(408) 687-7934","cmsplumbers.com","http://www.yelp.com/biz/cms-plumbing-campbell"
"KDS Plumbing","","","Plumbing,","2087 Ringwood Ave, San Jose, CA 95131","North Valley","(408) 435-1685","","http://www.yelp.com/biz/kds-plumbing-san-jose-2"
"Lil Rooter","4.0","14","Plumbing,","Dublin, CA 94568","","(925) 956-3400","lilrooter.com","http://www.yelp.com/biz/lil-rooter-dublin"
"Central Coast Construction","","","Contractors,Plumbing,","4844 Clydelle Ave, San Jose, CA 95124","Cambrian Park","(408) 858-6417","","http://www.yelp.com/biz/central-coast-construction-san-jose-2"
"JK Plumbing &  Rooter","4.5","30","Plumbing,","180 Stanislaus Ct, San Bruno, CA 94066","","(415) 596-4229","www.jkplumbingandrooter.com","http://www.yelp.com/biz/jk-plumbing-and-rooter-san-bruno-4"
"Aqua Stat Plumbing","4.5","7","Plumbing,","Hayward, CA 94545","","(800) 791-2782","www.asplumbingsolutions.com","http://www.yelp.com/biz/aqua-stat-plumbing-hayward"
"MJ Plumbing Service","4.5","13","Plumbing,","Pleasanton, CA 94566","","(925) 202-7783","mjplumbingservice.com","http://www.yelp.com/biz/mj-plumbing-service-pleasanton"
"Precision Plumbing and Heating","4.5","7","Plumbing,Heating & Air Conditioning/HVAC,","1738 Hickory St, Sand City, CA 93955","","(831) 649-1990","www.preplumb.com","http://www.yelp.com/biz/precision-plumbing-and-heating-sand-city"
"South County Plumbing","","","Plumbing,","1685 Branham Ln, San Jose, CA 95118","Santa Teresa","(408) 686-9411","","http://www.yelp.com/biz/south-county-plumbing-san-jose"
"Hole in the Wall","5.0","18","Contractors,","San Jose, CA 95124","Cambrian Park","(408) 978-4653","","http://www.yelp.com/biz/hole-in-the-wall-san-jose"
"Great Western Plumbing","","","Plumbing,","6017 Snell Ave, San Jose, CA 95123","Blossom Valley","(408) 241-8084","","http://www.yelp.com/biz/great-western-plumbing-san-jose"
"Dave’s Custom Plumbing","4.0","18","Plumbing,Contractors,","1240 Pear Ave, Mountain View, CA 94043","","(650) 323-3112","www.davescustomplumbing.com","http://www.yelp.com/biz/daves-custom-plumbing-mountain-view-2"
"Certified Backflow","","","Plumbing,","San Jose, CA 95123","Santa Teresa","(408) 300-8849","","http://www.yelp.com/biz/certified-backflow-san-jose"
"Dana Waller","5.0","4","Plumbing,","2523 Arf Ave, Hayward, CA 94545","","(650) 669-4701","www.danawallerplumbing.com","http://www.yelp.com/biz/dana-waller-hayward"
"Speedy Rooter & Plumbing","4.5","2","Plumbing,","4661 Lafayette St, Santa Clara, CA 95054","North San Jose","(408) 748-8189","","http://www.yelp.com/biz/speedy-rooter-and-plumbing-santa-clara"
"TRZ Plumbing","5.0","24","Plumbing,Water Heater Installation/Repair,","440 Monterey St, Brisbane, CA 94005","","(415) 350-9410","","http://www.yelp.com/biz/trz-plumbing-brisbane"
"Allen George & Sons Plumbing Inc.","4.0","10","Plumbing,Heating & Air Conditioning/HVAC,","5042 Scotts Valley Dr, Scotts Valley, CA 95066","","(831) 438-1335","georgeallensonsplumbing.com","http://www.yelp.com/biz/allen-george-and-sons-plumbing-inc-scotts-valley"
"Duncan Plumbing","4.0","55","Plumbing,Contractors,","1245 Thompson Ave, Santa Cruz, CA 95062","","(831) 476-1712","www.duncanplumbing.us","http://www.yelp.com/biz/duncan-plumbing-santa-cruz"
"Mr Plumbing Handyman","","","Plumbing,","San Jose, CA 95138","","(408) 891-7153","www.sanjosehandymanservices.com","http://www.yelp.com/biz/mr-plumbing-handyman-san-jose"
"Sewer Experts","5.0","2","Plumbing,","Hayward, CA 94541","","(510) 359-9986","sewerexperts.co","http://www.yelp.com/biz/sewer-experts-hayward"
"Pros Plumbing & Rooter","4.0","18","Plumbing,Water Heater Installation/Repair,","16860 Joleen Way, Morgan Hill, CA 95037","","(408) 782-4960","www.prosplumbingmorganhill.com","http://www.yelp.com/biz/pros-plumbing-and-rooter-morgan-hill-5"
"Ace Plumbing","5.0","1","Plumbing,","565 N Central Ave, Campbell, CA 95008","","(408) 370-1695","","http://www.yelp.com/biz/ace-plumbing-campbell"
"California Bathroom & Kitchen Remodelers","5.0","4","Contractors,","1261 Lincoln Ave, San Jose, CA 95125","Willow Glen","(669) 247-2320","www.cabr.net","http://www.yelp.com/biz/california-bathroom-and-kitchen-remodelers-san-jose-2"
"Plumbers and Steamfitters","","","Plumbing,","6150 Cottle Rd, San Jose, CA 95123","Santa Teresa","(408) 225-3030","ualocal393.org","http://www.yelp.com/biz/plumbers-and-steamfitters-san-jose"
"Hetherington General & Plumbing Contractors","3.0","32","Plumbing,Water Heater Installation/Repair,","4200 California St, San Francisco, CA 94118","Inner Richmond","(415) 750-9595","","http://www.yelp.com/biz/hetherington-general-and-plumbing-contractors-san-francisco"
"Drainworks","3.0","14","Plumbing,","San Jose, CA 95160","Almaden Valley","(408) 927-9999","drainworksco.com","http://www.yelp.com/biz/drainworks-san-jose"
"Bullseye Plumbing","4.5","32","Plumbing,","1165 Chess Dr, Foster City, CA 94402","","(650) 515-6607","sanmateo-trenchless-sewer-repair.com","http://www.yelp.com/biz/bullseye-plumbing-foster-city"
"Professor Plumb","4.0","41","Plumbing,Solar Installation,Heating & Air Conditioning/HVAC,","1310 Potrero Ave, San Francisco, CA 94110","Mission","(415) 621-4600","www.prosf.com","http://www.yelp.com/biz/professor-plumb-san-francisco"
"The Plumber","5.0","10","Plumbing,","Boulder Creek, CA 95006","","(831) 338-6774","","http://www.yelp.com/biz/the-plumber-boulder-creek"
"Express Plumbing","3.5","24","Plumbing,","307 N Amphlett Blvd, San Mateo, CA 94401","","(650) 343-9477","www.expressplumbing.com","http://www.yelp.com/biz/express-plumbing-san-mateo"
"Aqua Clear Plumbing","5.0","4","Plumbing,","Hayward, CA 94544","","(510) 315-8713","www.aquaclearplumbing.com","http://www.yelp.com/biz/aqua-clear-plumbing-hayward"
"Rockaway Construction","4.0","7","Contractors,Plumbing,","400 Old County Rd, Pacifica, CA 94044","","(650) 738-9920","www.rockawayconstruction.com","http://www.yelp.com/biz/rockaway-construction-pacifica-2"
"Fast Response","5.0","241","Plumbing,","236 W Portal Ave, San Francisco, CA 94127","West Portal","(415) 596-6115","www.fastresponseplumber.com","http://www.yelp.com/biz/fast-response-san-francisco-2"
"Royal Kitchen & Bath","5.0","8","Contractors,","5383 Woodstock Way, San Jose, CA 95118","Cambrian Park","(408) 561-8385","www.royalkitchenandbath.net","http://www.yelp.com/biz/royal-kitchen-and-bath-san-jose"
"Valley of the Moon Plumbing","5.0","16","Plumbing,","Sonoma, CA 95476","","(707) 933-7801","","http://www.yelp.com/biz/valley-of-the-moon-plumbing-sonoma"
"Cool’s Custom Remodeling","4.5","8","Kitchen & Bath,Flooring,Plumbing,","Los Gatos, CA 95031","","(408) 353-9692","www.coolscustom.com","http://www.yelp.com/biz/cools-custom-remodeling-los-gatos-2"
"Fast Water Heater Company","4.5","146","Plumbing,Heating & Air Conditioning/HVAC,Water Heater Installation/Repair,","1861 Arnold Industrial Way, Concord, CA 94520","","(415) 814-1036","www.fastwaterheater.com","http://www.yelp.com/biz/fast-water-heater-company-concord-5"
"Shepherd Services Plumbing & Mechanical","5.0","2","Plumbing,Contractors,","Campbell, CA 95011","","(408) 559-7160","www.shepherdservice.com","http://www.yelp.com/biz/shepherd-services-plumbing-and-mechanical-campbell"
"Athens Plumbing & Heating","4.5","52","Plumbing,Heating & Air Conditioning/HVAC,","San Mateo, CA 94403","","(650) 931-6262","www.athensplumbingandheating.com","http://www.yelp.com/biz/athens-plumbing-and-heating-san-mateo-4"
"Martin Connell Plumbing","5.0","1","Plumbing,","420 Rivera St, San Francisco, CA 94116","Parkside","(415) 812-5584","","http://www.yelp.com/biz/martin-connell-plumbing-san-francisco"
"I & B Plumbing","","","Plumbing,","San Jose, CA 95154","Cambrian Park","(408) 800-9494","www.ibplumbing.biz","http://www.yelp.com/biz/i-and-b-plumbing-san-jose"
"Aqua Star Plumbing","5.0","86","Plumbing,","2169 15th St, San Francisco, CA 94114","Duboce Triangle","(415) 970-2280","www.aquastarca.com","http://www.yelp.com/biz/aqua-star-plumbing-san-francisco"
"Alpha Plumbing & Rooter Service","5.0","10","Plumbing,","31694 Chicoine Ave, Hayward, CA 94544","","(510) 795-6699","www.alphaplumbingcorp.com","http://www.yelp.com/biz/alpha-plumbing-and-rooter-service-hayward"
"MG Sewer and Drain","3.0","8","Plumbing,","915 E El Camino Real, Sunnyvale, CA 94087","","(408) 991-4547","mgseweranddrain.net","http://www.yelp.com/biz/mg-sewer-and-drain-sunnyvale"
"Ca Maison Owners Assn Security Line","","","Plumbing,","6933 Rodling Drive, San Jose, CA 95138","Santa Teresa","(408) 360-9644","","http://www.yelp.com/biz/ca-maison-owners-assn-security-line-san-jose-2"
"Tony’s Plumbing & Drain Service","4.5","28","Plumbing,","1961 Main Street, Watsonville, CA 95076","","(831) 818-7689","santacruzplumbingcontractor.com","http://www.yelp.com/biz/tonys-plumbing-and-drain-service-watsonville-2"
